"Name of Satellite, Alternate Names",Country/Org of UN Registry,Country of Operator/Owner,Operator/Owner,Users,Purpose,Class of Orbit,Longitude of GEO (degrees),Perigee,Apogee,Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Date of Launch,Year of Launch,Expected Lifetime (yrs.),Contractor,Country of Contractor,Launch Site,Launch Vehicle
Astra 2C ,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,GEO,28.21,35768,35804,4.27E-04,0.07,1436.12,3643,6/16/2001,2001,15,Boeing Satellite Systems,USA,Baikonur Cosmodrome,Proton K
Astra 2D,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,GEO,28.14,35770,35802,3.80E-04,0.07,1436.1,1420,12/19/2000,2000,15,Hughes Space and Communications Co.,USA,Guiana Space Center,Ariane 5G
Astra 2E,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,GEO,28.2,35781,35793,1.42E-04,0.11,1436.12,6052,9/29/2013,2013,15,EADS Astrium,France,Baikonur Cosmodrome,Proton M
Astra 2F,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,GEO,28.2,35777,35795,2.13E-04,0.06,1436.07,6000,9/28/2012,2012,15,EADS Astrium,France/UK/Germany,Guiana Space Center,Ariane 5 ECA
Astra 2G,NR (12/16),Luxembourg,SES S.A.,Commercial,Communications,GEO,28.2,35785,35789,4.74E-05,0.09,1436.11,6000,12/27/2014,2014,15,Airbus Defense and Space,Germany/France,Baikonur Cosmodrome,Proton M
Astra 3A ,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,GEO,23.48,35770,35804,4.03E-04,0.06,1436.07,1500,3/29/2002,2002,10,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 44L
Astra 3B,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,GEO,23.5,35768,35806,4.51E-04,0.08,1436.11,5471,5/21/2010,2010,15,EADS Astrium,France/UK/Germany/Spain,Guiana Space Center,Ariane 5 ECA
Astra 5B,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,GEO,31.55,35787,35793,7.12E-05,0.05,1436.26,5724,3/22/2014,2014,15,EADS Astrium,France,Guiana Space Center,Ariane 5 ECA
Astranis  Demosat-2,NR (5/18),USA,Astranis,Commercial,Technology Development,LEO,0,494,505,8.01E-04,97.5,94.5,,1/11/2018,2018,,Astranis,USA,Satish Dhawan Space Centre,PSLV
Astrosat,NR,India,Telemetry Tracking and Command Network (ISTRAC) Centre,Government,Space Science,LEO,0,632,649,1.21E-03,5.99,97.54,230,9/28/2015,2015,5,Indian Space Research Organization (ISRO),India,Satish Dhawan Space Centre,PSLV C-30
Athena-Fidus  (Access on THeatres for European Nations Allied forces - French Italian Dual Use Satellite),France,France/Italy,Centre National d'Etudes Spatiales (CNES)/Agenzia Spaziale Italiana (ASI),Government/Military,Communications,GEO,25,35784,35788,4.74E-05,0.05,1436.06,3080,2/6/2014,2014,15,Thales Alenia Space,France,Guiana Space Center,Ariane 5 ECA
Athenoxat-1 ((Athene Noctua Experimental Satellite) ,NR,Singapore,Microspace Rapid Pvt Ltd.,Commercial,Technology Development,LEO,0,532,550,1.30E-03,14.98,95.46,6,12/16/2015,2015,,Microspace Rapid Pvt Ltd.,Singapore,Satish Dhawan Space Centre,PSLV-C29
Aurora  (Tabletsat-2U-EO),Russia,Russia,Sputnix Ltd.,Commercial,Technology Development,LEO,0,583,618,2.51E-03,97.99,96.7,25,6/19/2014,2014,1,Sputnix Ltd.,Russia,Dombarovsky Air Base,Dnepr
Azerspace/Africasat-1a (Azersat-1),Azerbaijan,Azerbaijan,Ministry of Communications and Information Technologies,Government,Communications,GEO,46,35778,35794,1.90E-04,0.04,1436.08,3250,2/7/2013,2013,15,Orbital Sciences Corp.,USA,Guiana Space Center,Ariane 5 ECA
Badr 4 (Arabsat 4B),NR,Multinational,Arab Satellite Communications Org. (ASCO),Government,Communications,GEO,26.02,35780,35791,1.30E-04,0.07,1436.06,3304,11/8/2006,2006,15,EADS Astrium,France/UK/Germany/Spain,Baikonur Cosmodrome,Proton M
Badr 5 (Arabsat 5B),NR,Multinational,Arab Satellite Communications Org. (ASCO),Government,Communications,GEO,26,35834,35883,5.80E-04,0.06,1439.76,5420,6/3/2010,2010,15,EADS Astrium,France/UK/Germany/Spain,Baikonur Cosmodrome,Proton
Badr 5A (Arabsat 5A),NR,Multinational,Arab Satellite Communications Org. (ASCO),Government,Communications,GEO,30.5,35605,35623,2.14E-04,0.03,1427.27,4940,6/26/2010,2010,15,EADS Astrium,France/UK/Germany/Spain,Guiana Space Center,Ariane 5 ECA
Badr 6 (Arabsat 4AR),NR,Multinational,Arab Satellite Communications Org. (ASCO),Government,Communications,GEO,26.08,35768,35805,4.39E-04,0.05,1436.1,3400,7/7/2008,2008,15,EADS Astrium,France/UK/Germany/Spain,Guiana Space Center,Ariane 5 ECA
Badr 7 (Arabsat 6B),NR,Multinational,Arab Satellite Communications Org. (ASCO),Government,Communications,GEO,26,35768,35817,5.81E-04,0.1,"1,436.00",5500,11/10/2015,2015,15,Airbus Defense and Space,France/UK/Germany/Spain,Guiana Space Center,Ariane 5
BARS-M (Cosmos 2503),Russia,Russia,Ministry of Defense,Military,Earth Observation,LEO,0,570,586,1.15E-03,97.7,96.1,4000,2/27/2015,2015,5,Progress Rocket and Space Center,Russia,Plesetsk Cosmodrome,Soyuz-2.1b
BARS-M (Cosmos 2515),Russia,Russia,Ministry of Defense,Military,Earth Observation,LEO,0,549,594,3.24E-03,97.62,96.10,4000,3/24/2016,2016,5,Progress Rocket and Space Center,Russia,Plesetsk Cosmodrome,Soyuz 2.1a
BeEagleSat (QB 50 - TR01),NR (10/17),Turkey,Istanbul Technical University/Turkish Air Force Academy,Civil,Earth Science,LEO,0,395,411,1.18E-03,51.6,92.60,2,5/26/2017,2017,,Istanbul Technical University/Turkish Air Force Academy,Turkey,International Space Station,Nanorack Deployer
BeeSat-1 (Berlin Experimental and Educational Satellite 1),Germany,Germany,Institut für Luft- und Raumfahrt,Civil,Technology Development,LEO,0,709,718,6.35E-04,98.3,99,1,9/23/2009,2009,1,Technical University Berlin,Germany,Satish Dhawan Space Centre,PSLV
BeeSat-2 (Berlin Experimental and Educational Satellite 2),Germany,Germany,Institut für Luft- und Raumfahrt,Civil,Technology Development,LEO,0,555,579,1.73E-03,64.8,96.01,1,4/19/2013,2013,1,Technical  University Berlin,Germany,Baikonur Cosmodrome,Soyuz 2.1a
Beidou 2-12 (Compass M3),China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,MEO,0,21460,21595,2.42E-03,55.16,773.19,2200,4/28/2012,2012,8,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
Beidou 2-13 (Compass M4),China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,MEO,0,21452,21603,2.71E-03,55.1,773.21,2200,4/28/2012,2012,8,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
Beidou 2-15 (Compass M6),China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,MEO,0,21477,21574,1.74E-03,55,773.1,3800,9/18/2012,2012,8,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
Beidou 2-16 (Compass G-6),China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,GEO,80,35775,35799,2.85E-04,1.84,1436.11,3800,10/25/2012,2012,8,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3C
Beidou 2-17 (IGSO-6),China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,GEO,100.3,35676,35890,2.54E-03,54.97,1435.92,4200,3/30/2016,2016,8,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3A
Beidou 2-18 (Compass G-7),China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,GEO,144,35776,35794,2.13E-04,1.84,1436.1,3800,6/12/2016,2016,8,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3C
Beidou 3I-1S,China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,GEO,107.48,35796,36781,1.15E-02,54.9,1461.81,4200,3/30/2015,2015,8,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3C
Beidou 3I-2S,NR,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,GEO,89.5,35606,35953,4.12E-03,55,1435.73,4200,9/29/2015,2015,8,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
Beidou 3M1 (Beidou 24),NR (3/18),China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,MEO,0,21506,21549,7.71E-04,55,773.2,800,11/5/2017,2017,8,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
Beidou 3M1 (Beidou 25),NR (3/18),China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,MEO,0,21541,22549,1.77E-02,55,773.2,800,11/5/2017,2017,8,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
Beidou 3M-1S,NR,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,MEO,0,21520,21549,5.20E-04,55,773.2,800,7/25/2015,2015,8,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
Beidou 3M-2S,NR,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,MEO,0,21521,21550,5.20E-04,55,773.3,800,7/25/2015,2015,8,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
Beidou 3M-3S,NR (12/16),China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,MEO,0,21524,21532,1.43E-04,55,773.2,800,2/1/2016,2016,8,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3C
Beidou DW 26,NR (5/18),China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,MEO,0,21514,21541,4.84E-04,55,773.2,800,1/11/2018,2018,8,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
Beidou DW 27,NR (5/18),China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,MEO,0,21516,21539,4.12E-04,55,773.2,800,1/11/2018,2018,8,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
Beidou DW 28,NR (5/18),China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,MEO,0,21508,21547,6.99E-04,55,773.2,800,2/12/2018,2018,8,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
Beidou DW 29,NR (5/18),China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,MEO,0,21504,21551,8.42E-04,55,773.2,800,2/12/2018,2018,8,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
Beidou DW 30,NR (5/18),China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,MEO,0,21521,21533,2.15E-04,55,773.2,800,3/29/2018,2018,8,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
Beidou DW 31,NR (5/18),China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,MEO,0,21542,22191,1.15E-02,55,773.2,800,3/29/2018,2018,8,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
Beidou G1 (Compass G-1),China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,GEO,144.5,35768,35803,4.15E-04,1.78,1436.05,2200,1/16/2010,2010,,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3C
Beidou G3 (Compass G-3),China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,GEO,84.7,35774,35797,2.73E-04,1.83,1436.05,2200,6/2/2010,2010,,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3
Beidou G4 (Compass G-4),China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,GEO,160,35764,35809,5.34E-04,1.43,1436.1,6000,10/31/2010,2010,,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3C
Beidou G5 (Compass G-11),China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,GEO,59,35776,35799,2.73E-04,1.87,1436.15,2300,2/24/2012,2012,8,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3A
Beidou IGSO-1 (Compass G-5),China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,GEO,118,35670,35893,2.65E-03,55.09,1435.82,4200,7/31/2010,2010,8,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3A
Beidou IGSO-2 (Compass G-7),China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,GEO,118,35717,35817,1.19E-03,55.23,1436.12,4200,12/17/2010,2010,8,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3A
Beidou IGSO-3 (Compass G-8),China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,GEO,118,35693,37872,2.52E-02,96.4,1435.93,4200,4/9/2011,2011,,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3A
Beidou IGSO-4 (Compass G-9),China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,GEO,0,35708,35879,2.03E-03,55.2,1435.1,4200,7/26/2011,2011,8,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3A
Beidou IGSO-5 (Compass G-10),China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,GEO,104.21,35708,35864,1.85E-03,55.16,1436.08,4200,12/1/2011,2011,8,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3A
"BeijinGalaxy-1 (Beijing 1 [Tsinghua], Tsinghau-2, China DMC+4)",China,China,Beijing Landview Mapping Information Technology Co. Ltd (BLMIT),Civil,Earth Observation,LEO,0,681,703,1.56E-03,97.9,98.6,166,10/27/2005,2005,7,Tsinghua University/University of Surrey,China/United Kingdom,Plesetsk Cosmodrome,Kosmos 3M
Belintersat-1,NR,Belarus,Belintersat,Government,Communications,GEO,51.5,35779,35792,1.54E-04,0.46,1436.06,5223,1/15/2016,2016,15,China Academy of Space Technology/Thales Alenia Space,China/France,Xichang Satellite Launch Center,Long March 3B
BermudaSat-1 (Echostar 6) ,USA,USA,"Echostar Technologies, LLC - leased to Bermuda, operated by SES Satellites",Commercial,Communications,GEO,-96.2,35775,35798,2.73E-04,0.07,1436.12,3700,7/14/2000,2000,12,Space Systems/Loral,USA,Cape Canaveral,Atlas 2AS
BGUSat (Ben Gurion University Satellite),NR (6/18),Israel,Ben Gurion University,Civil,Earth Science/Space Science,LEO,0,496,506,7.28E-04,97.5,94.6,5,2/15/2017,2017,,Israel Aircraft Industries (IAI)/Ben Gurion University,Israel,Satish Dhawan Space Centre,PSLV XL
Bird 2 (Bispectral InfraRed Detector 2),Germany,Germany,Institute of Space Sensor Technology and Planetary Exploration,Government/Civil,Earth Observation/Technology Development,LEO,0,500,521,1.53E-03,97.9,94.8,92,10/22/2001,2001,1.5,Deutsches Zentrum für Luft- und Raumfahrt,Germany,Satish Dhawan Space Centre,PSLV C3
BIROS (Bispectral Infrared Optical System),Germany,Germany,German Aerospace Center (DLR),Government,Earth Observation,LEO,0,500,517,1.24E-03,97.5,94.7,130,6/22/2016,2016,,German Aerospace Center (DLR),Germany,Satish Dhawan Space Centre,PSLV XL
BisonSat (Nwist Qwiqway),NR,USA,Salish Kootenai College,Civil,Earth Observation/Technology Development,LEO,0,497,801,2.17E-02,64.78,97.7,1,10/8/2015,2015,,Salish Kootenai College,USA,Cape Canaveral,Atlas 5
BKA 2 (BelKA 2),Belarus,Belarus,National Academy of Sciences,Government,Earth Observation,LEO,0,503,507,2.91E-04,97.5,94.7,400,7/22/2012,2012,5,NPO VNIIEM,Russia,Baikonur Cosmodrome,Soyuz-Fregat
BlackSky Pathfinder 1,USA,USA,BlackSky Global,Commercial,Earth Observation,LEO,0,661,701,2.84E-03,98.2,98.3,44,9/26/2016,2016,3,Spaceflight Industries,USA,Satish Dhawan Space Centre,PSLV
Blagovest-11L (Cosmos 2520),Russia,Russia,Ministry of Defense,Military/Commercial,Communications,GEO,45,35781,35803,2.61E-04,0,"1,436",,8/16/2017,2017,15,ISS Reshetnev,Russia,Baikonur Cosmodrome,Proton
Blagovest-12L (Cosmos 2526),NR (5/18),Russia ,Ministry of Defense,Military/Commercial,Communications,GEO,128,35779,35794,1.78E-04,0,"1,436",,4/18/2018,2018,15,ISS Reshetnev,Russia,Baikonur Cosmodrome,Proton
BRAC ONNESHA (Bird BB),NR (6/18),Bangladesh,Kyushu Institute of Technology (KIT),Civil,Communications,LEO,0,401,404,2.21E-04,51.6,94.6,2,7/7/2017,2017,,Kyushu Institute of Technology (KIT),Japan,International Space Station,Nanorack Deployer
Brazilsat B-2 (Brasilsat B-2),Brazil,Brazil,Embratel Star One,Military/Commercial,Communications,GEO,-68,35776,35797,2.49E-04,0.84,1436.11,1780,3/28/1995,1995,12,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 44LP
Brazilsat B-3 (Brasilsat B-3),Brazil,Brazil,Embratel Star One,Commercial,Communications,GEO,-74.96,35769,35803,4.03E-04,0.04,1436.07,1780,2/4/1998,1998,12,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 44LP
Brazilsat B-4 (Brasilsat B-4),Brazil,Brazil,Embratel Star One,Commercial,Communications,GEO,-84.03,35772,35800,3.32E-04,0.07,1436.09,2495,8/17/2000,2000,12,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 44LP
BRISat,Indonesia,Indonesia,Bank Rakyat Indonesia (BRI),Commercial,Communications,GEO,150.5,35702,35876,2.06E-03,0.07,1436.2,3540,6/19/2016,2016,15,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA
BRITE-CA-1 (BRITE Toronto),NR,Canada,"University of Toronto, Institute for Aerospace Studies",Civil,Space Science,LEO,0,613,739,8.94E-03,97.97,98.27,10,6/19/2014,2014,,"University of Toronto, Institute for Aerospace Studies",Canada,Dombarovsky Air Base,Dnepr
"BRITE-PL-1 (BRIght-star Target Explorer - Poland, Lem)",Poland,Multinational,BRITE Consortium,Government,Space Science,LEO,0,594,886,2.05E-02,97.7,99.6,10,11/21/2013,2013,2,"Space Research Center, Polish Academy of Sciences",Poland,Dombarovsky Air Base,Dnepr
"BRITE-PL-2 (BRIght-star Target Explorer - Poland, Hevelius)",NR,Multinational,BRITE Consortium,Government,Space Science,LEO,0,610,633,1.64E-03,98.02,97.1,10,8/19/2014,2014,2,"Space Research Center, Polish Academy of Sciences",Poland,Taiyuan Launch Center,CZ-4B
BSAT-3A,Japan,Japan,Broadcasting Satellite System Corp.,Commercial,Communications,GEO,109.91,35778,35794,1.90E-04,0.03,1436.1,1980,8/14/2007,2007,13,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5 ECA
BSAT-3B,Japan,Japan,Broadcasting Satellite System Corp.,Commercial,Communications,GEO,110,33066,35725,3.26E-02,0.07,1365.61,2060,10/28/2010,2010,15,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5 ECA
BSAT-3C/JCSat 110-R,Japan,Japan,Broadcasting Satellite System Corp./Sky Perfect JSAT Corporation,Commercial,Communications,GEO,110,35784,35787,3.56E-05,0.05,1436.04,2910,8/6/2011,2011,15,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5 ECA
BSAT-4A,NR (3/18),Japan,Broadcasting Satellite System Corp.,Commercial,Communications,GEO,110,35719,35725,7.13E-05,0.02,1432.7,3520,9/29/2017,2017,15,Space Systems/Loral,USA,Guiana Space Center,Ariane 5
Buccaneer RMM,NR (3/18),Australia,Defence Science and Technology Group/University of New South Wales,Military/Civil,Technology Development,LEO,0,459,819,2.57E-02,97.6,97.4,4,11/18/2017,2017,5,Defence Science and Technology Group/University of New South Wales,Australia,Vandenberg AFB,Delta 2
Bugsat-1 (Tita),NR,Argentina,Satellogic S.A.,Commercial,Technology Development,LEO,0,570,617,3.37E-03,97.99,96.55,25,6/19/2014,2014,,Satellogic S.A.,Argentina,Dombarovsky Air Base,Dnepr
BulgariaSat-1,NR (10/17),Bulgaria,Bulsatcom,Commercial,Communications,GEO,1.9,35774,35797,2.73E-04,0,1436,3669,6/23/2017,2017,15,Space Systems/Loral,USA,Cape Canaveral,Falcon 9
Calipso (Cloud-Aerosol Lidar and Infrared Pathfinder Satellite Observation),France,France/USA,Centre National d'Etudes Spatiales (CNES)/NASA,Government,Earth Science,LEO,0,702,703,7.07E-05,98.2,98.8,587,4/28/2006,2006,3,Alcatel Alenia Space,France,Vandenberg AFB,Delta 2
Can-X2 (Canadian Advanced Nanospace experiment),Canada,Canada,University of Toronto Institute for Aerospace Studies,Civil,Technology Development,LEO,0,609,629,1.43E-03,97.8,97.1,7,4/28/2008,2008,,University of Toronto Institute for Aerospace Studies,Canada,Satish Dhawan Space Centre,PSLV C9
Can-X4,NR,Canada,University of Toronto Institute for Aerospace Studies,Civil,Technology Development,LEO,0,642,659,1.21E-03,97.74,98.26,15,6/30/2014,2014,,University of Toronto Institute for Aerospace Studies,Canada,Satish Dhawan Space Centre,PSLV-CA
Can-X5,NR,Canada,University of Toronto Institute for Aerospace Studies,Civil,Technology Development,LEO,0,643,656,9.26E-04,98.26,97.72,15,6/30/2014,2014,,University of Toronto Institute for Aerospace Studies,Canada,Satish Dhawan Space Centre,PSLV-CA
CanX-7,Canada,Canada,University of Toronto Institute for Aerospace Studies,Civil,Technology Development,LEO,0,661,701,2.84E-03,98.2,98.3,15,9/26/2016,2016,,University of Toronto Institute for Aerospace Studies,Canada,Satish Dhawan Space Centre ,PSLV
"CANYVAL-X2  (CubeSat Astronomy by NASA and Yonsei using Vision ALignment eXperiment, Tom and Jerry)",NR (5/18),USA/Korea,NASA/Yonsei University/KARI,Government/Civil,Technology Development,LEO,0,494,510,1.16E-03,97.4,94.6,10,1/11/2018,2018,,NASA/Yonsei University/KARI,USA/Korea,Satish Dhawan Space Centre,PSLV
